"Lastname","Nation","Sherpa","Gender","Y"
"Burke","USA","","m","2009"
"Chuwang Nima (Chhewang Nima)","NEP","Sherpa","m","2009"
"Coney","NZ","","m","2009"
"Dawa Nuru Iv (Da Nuru)","NEP","Sherpa","m","2009"
"Dawa Temba Ii (Da Temba)","NEP","Sherpa","m","2009"
"Dawa Tshering Iii (Dawa Chhiri)","NEP","Sherpa","m","2009"
"Delahanty","USA","","f","2009"
"Dorje Sonam Gyalzen","NEP","Sherpa","m","2009"
"Du Puy","USA","","m","2009"
"Geist","USA","","m","2009"
"Hahn","USA","","m","2009"
"Harvey","USA","","m","2009"
"Herschke","F","","m","2009"
"Horst","USA","","m","2009"
"Kami Chhiring I","NEP","Sherpa","m","2009"
"Kami Chhiring Ii (Kami Tshering)","NEP","Sherpa","m","2009"
"Kami Nuru","NEP","Sherpa","m","2009"
"Kami Rita I (Topke)","NEP","Sherpa","m","2009"
"Kojetin","SA","","m","2009"
"Kuraoka","JAP","","m","2009"
"Lakpa Nuru","NEP","Sherpa","m","2009"
"Laserer","A","","m","2009"
"Leclaire","USA","","f","2009"
"Lhakpa Nuru Iv","NEP","Sherpa","m","2009"
"Lhakpa Nuru Xv","NEP","Sherpa","m","2009"
"Lhakpa Rita I","NEP","Sherpa","m","2009"
"Macklin","UK","","m","2009"
"Madison","USA","","m","2009"
"Mckinley","NZ","","m","2009"
"Mingma Chhiri I (Mingma Chhiring)","NEP","Sherpa","m","2009"
"Morales","PAN","","m","2009"
"Nga Tenji","NEP","Sherpa","m","2009"
"Ngima Sona (Nima Sona)","NEP","Sherpa","m","2009"
"Nima Dorje Tamang (Kala)","NEP","","m","2009"
"Nima Tenzing I","NEP","Sherpa","m","2009"
"Nima Tenzing Ii","NEP","Sherpa","m","2009"
"Notenboom","NL","","f","2009"
"Parker","USA","","m","2009"
"Pasang Rita Ii (Pa Rita)","NEP","Sherpa","m","2009"
"Pemba Nuru Iv","NEP","Sherpa","m","2009"
"Phuchhanga (Puchhang) Bhote","NEP","","m","2009"
"Phura Kancha (Fur Kancha)","NEP","Sherpa","m","2009"
"Rita Dorje (Ang Rita Dorje)","NEP","Sherpa","m","2009"
"Robinson","AUS","","m","2009"
"Saito","JAP","","m","2009"
"Samden (Sonam) Bhote","NEP","","m","2009"
"Schneider","USA","","f","2009"
"Slachman","USA","","m","2009"
"Takiguchi","JAP","","f","2009"
"Tamura","JAP","","m","2009"
"Tenzing Dorje","NEP","Sherpa","m","2009"
"Tshering Dorje I","NEP","Sherpa","m","2009"
"Tshering Dorje Iii","NEP","Sherpa","m","2009"
"Tshering Tashi Ii","NEP","Sherpa","m","2009"
"Turner","USA","","m","2009"
"Waterfall","USA","","m","2009"
"Whetu","NZ","","m","2009"
"Woodward","NZ","","m","2009"
"Yoshida","JAP","","m","2009"
"Ballinger","UK","","m","2010"
"Chuwang Nima (Chhewang Nima)","NEP","Sherpa","m","2010"
"Dorje Sonam Gyalzen","NEP","Sherpa","m","2010"
"Finjo Dorje (Phinjo Dorje)","NEP","Sherpa","m","2010"
"Kami Rita I (Topke)","NEP","Sherpa","m","2010"
"Nima Karma","NEP","Sherpa","m","2010"
"Phu Tshering","NEP","Sherpa","m","2010"
"Phura Kancha (Fur Kancha)","NEP","Sherpa","m","2010"
"Phurba Tashi","NEP","Sherpa","m","2010"
"Rita Dorje (Ang Rita Dorje)","NEP","Sherpa","m","2010"
"De Beaudrap","CAN","","f","2010"
"Namgyal Tshering (Namgyal Chhiri)","NEP","Sherpa","m","2010"
"O'dochartaigh","IRE","","m","2010"
"Pemba Ii","NEP","Sherpa","m","2010"
"Anaya","MEX","","m","2010"
"Ang Kami Iv","NEP","Sherpa","m","2010"
"Ang Kazi","NEP","Sherpa","m","2010"
"Ang Namgyal","NEP","Sherpa","m","2010"
"Ang Phurba Vi","NEP","Sherpa","m","2010"
"Arita","NEP","Sherpa","m","2010"
"Attard","MT","","m","2010"
"Avila","COL","","m","2010"
"Baek","SK","","m","2010"
"Bhimsen Shah Thakuri","NEP","","m","2010"
"Bird","USA","","m","2010"
"Biswas","IND","","m","2010"
"Bosch","E","","m","2010"
"Cardona","COL","","m","2010"
"Casserley","UK","","m","2010"
"Chayang Jangbu (Jyabu) Bhote","NEP","","m","2010"
"Chewang Dorje Ii","NEP","Sherpa","m","2010"
"Chhong Karma","NEP","Sherpa","m","2010"
"Chimi Tashi (Qimi Tashi)","CHN","","m","2010"
"Cho","SK","","m","2010"
"Clarke","CAN","","m","2010"
"Claytor","USA","","m","2010"
"Cool","UK","","m","2010"
"Cremona","MT","","m","2010"
"Dawa Finchok","NEP","Sherpa","m","2010"
"Dawa Tashi Ii","NEP","Sherpa","m","2010"
"Dawa Tshering Iii (Dawa Chhiri)","NEP","Sherpa","m","2010"
"Ding","CHN","","m","2010"
"Dorje Gyalzen","NEP","Sherpa","m","2010"
"Fang","CHN","","m","2010"
"Finlayson","UK","","m","2010"
"Finlayson","UK","","m","2010"
"Gatt","MT","","m","2010"
"Heo","SK","","m","2010"
"Heo","SK","","m","2010"
"Hollingworth","AUS","","m","2010"
"Hu","CHN","","m","2010"
"Huang","CHN","","m","2010"
"Jang","SK","","m","2010"
"Jangbu Xi","NEP","Sherpa","m","2010"
"Joshi","NEP","","m","2010"
"Kami I (Kame)","NEP","Sherpa","m","2010"
"Kami Tshering (Ang Chhiring)","NEP","Sherpa","m","2010"
"Kedup (Kydop, Ketsu)","CHN","","m","2010"
"Kim","SK","","m","2010"
"Kim","SK","","m","2010"
"Kim","SK","","m","2010"
"Kobold","GER","","m","2010"
"Lhakpa Viii","NEP","Sherpa","m","2010"
"Lhakpa Ix","NEP","Sherpa","m","2010"
"Lhakpa Dorje Iii","NEP","Sherpa","m","2010"
"Lhakpa Gelu I","NEP","Sherpa","m","2010"
"Lhakpa Nuru Xi","NEP","Sherpa","m","2010"
"Lhakpa Nuru Xv","NEP","Sherpa","m","2010"
"Lhakpa Thundu I","NEP","Sherpa","m","2010"
"Lhakpa Tshering Viii","NEP","Sherpa","m","2010"
"Lhakpa Wangchu","NEP","Sherpa","m","2010"
"Lobsang Ii","NEP","Sherpa","m","2010"
"Luda","CHN","","m","2010"
"Luo","CHN","","m","2010"
"Martínez","MEX","","f","2010"
"Mazur","CAN","","m","2010"
"Mingma Tenzi","NEP","Sherpa","m","2010"
"Mingma Tshering I (Mingma Tsiri)","NEP","Sherpa","m","2010"
"Mingmar","NEP","Sherpa","m","2010"
"Morgado","BRA","","m","2010"
"Ngawang Dorje","CHN","","m","2010"
"Nima Chhiri","NEP","Sherpa","m","2010"
"Nima Dorje Tamang (Kala)","NEP","","m","2010"
"Nima Gombu (Gombu)","NEP","Sherpa","m","2010"
"Norbu Dhondup (Small)","CHN","","m","2010"
"Norris","UK","","f","2010"
"Pasang Dawa I (Pa Dawa, Pando)","NEP","Sherpa","m","2010"
"Pasang Phutar","NEP","Sherpa","m","2010"
"Pasang Tarke (Pasang Tagqu)","CHN","","m","2010"
"Pasang Tenzing Ii","NEP","Sherpa","m","2010"
"Pema Tshering Ii (Pem Chhiri)","NEP","Sherpa","m","2010"
"Pemba Chhuti (Pemba Chhoti)","NEP","Sherpa","m","2010"
"Pemba Dhondup (Bianba Dunzhu)","CHN","","m","2010"
"Pemba Dorje I","NEP","Sherpa","m","2010"
"Pemba Dorje V","NEP","Sherpa","m","2010"
"Pemba Jangbu","NEP","Sherpa","m","2010"
"Pemba Tsering (Small)","CHN","","m","2010"
"Phu Dorje Iv (Fu Dorji, Fudorjee)","NEP","Sherpa","m","2010"
"Prem Dorchi Lama (Pema Dorchi Lama)","NEP","Sherpa","m","2010"
"Räihä","SF","","f","2010"
"Ritemba","NEP","Sherpa","m","2010"
"Ruddle","UK","","m","2010"
"Saunders","UK","","m","2010"
"Searle","UK","","m","2010"
"Serap (Sherap)","NEP","Sherpa","m","2010"
"Shah","NEP","","m","2010"
"Shin","SK","","m","2010"
"Simper","USA","","m","2010"
"Singha Roy","IND","","m","2010"
"Solie","USA","","m","2010"
"Sona","NEP","Sherpa","m","2010"
"Sousa","POR","","m","2010"
"Sun","CHN","","m","2010"
"Sunde-Rasmussen","NOR","","m","2010"
"Tashi Ii","NEP","Sherpa","m","2010"
"Tashi Lhakpa","NEP","Sherpa","m","2010"
"Tashi Tshering (Zhaxi Ciren) 3","CHN","","m","2010"
"Tenzing (Den Zeng)","CHN","","m","2010"
"Thumba (Dompa)","CHN","","m","2010"
"Thurmer","USA","","m","2010"
"Tsering Dorje Ii (Cering Doje)","CHN","","m","2010"
"Tshering Dorje Iv (Tshiring Dorjee)","NEP","Sherpa","m","2010"
"Tshering Namgyal (Ang Namgyal)","NEP","Sherpa","m","2010"
"Tshering Pemba","NEP","Sherpa","m","2010"
"Ugyan","HUN","","f","2010"
"Wang Dorchi (Ang Dorje)","NEP","Sherpa","m","2010"
"Wangchukal (Onjukal)","NEP","Sherpa","m","2010"
"Wangdu Ii (Wangqing)","CHN","","m","2010"
"Weidlich","USA","","f","2010"
"Yuan","CHN","","m","2010"
"Bak","POL","","m","2010"
"Dawa V","NEP","Sherpa","m","2010"
"Kul Bahadur Magar","NEP","","m","2010"
"Lhakpa Chhiri I (Sonam)","NEP","Sherpa","m","2010"
"Lin","TAI","","m","2010"
"Prask","POL","","f","2010"
"Agata","JAP","","m","2010"
"Ang Chhiring Ii","NEP","Sherpa","m","2010"
"Ang Dorje Ii (Chuldim Dorje)","NEP","Sherpa","m","2010"
"Ang Pasang Vii","NEP","Sherpa","m","2010"
"Apa (Appa)","NEP","Sherpa","m","2010"
"Baldo","CAN","","m","2010"
"Ballinger","UK","","m","2010"
"Chen","CHN","","f","2010"
"Courtois","F","","m","2010"
"Da Tendi (Da Dendi)","NEP","Sherpa","m","2010"
"Davison","NZ","","m","2010"
"Dawa Jangbu I (Da Jangbu I)","NEP","Sherpa","m","2010"
"Dawa Tenzing Iii","NEP","Sherpa","m","2010"
"Dorje I","NEP","Sherpa","m","2010"
"Dorje Sonam Gyalzen","NEP","Sherpa","m","2010"
"Drnek","USA","","m","2010"
"Hampson-Tindale","NZ","","m","2010"
"Haydock","IRE","","m","2010"
"Jaatinen","SF","","m","2010"
"Kadoya","JAP","","m","2010"
"Kuraoka","JAP","","m","2010"
"Laaff","GER","","m","2010"
"Lakpa Nuru","NEP","Sherpa","m","2010"
"Lama Dawa","NEP","Sherpa","m","2010"
"Lhakpa Dorje Iv","NEP","Sherpa","m","2010"
"Lhakpa Nuru Iv","NEP","Sherpa","m","2010"
"Li","CHN","","m","2010"
"Liaño","MEX","","m","2010"
"Lobsang Temba","NEP","Sherpa","m","2010"
"Lu","CHN","","m","2010"
"Lundgren","USA","","f","2010"
"Moro","ITA","","m","2010"
"Namgyal Ii","NEP","Sherpa","m","2010"
"Namgyal Iii","NEP","Sherpa","m","2010"
"Nawang Karsang Ii","NEP","Sherpa","m","2010"
"Ngawang (Nawang Pasang)","NEP","Sherpa","m","2010"
"Ngima Nuru","NEP","Sherpa","m","2010"
"Ngima Sona (Nima Sona)","NEP","Sherpa","m","2010"
"Nielsen","DK","","m","2010"
"Nima V","NEP","Sherpa","m","2010"
"Nima Tenzing Ii","NEP","Sherpa","m","2010"
"Nima Tshering I (Ngima Chhiri)","NEP","Sherpa","m","2010"
"Nima Tshering Ii","NEP","Sherpa","m","2010"
"Pasang Bhote I (Pasang Lama Bhote)","NEP","","m","2010"
"Pasang Kami Iii","NEP","Sherpa","m","2010"
"Pasang Karma","NEP","Sherpa","m","2010"
"Pasang Nima Ii","NEP","Sherpa","m","2010"
"Pasang Nuru Iii","NEP","Sherpa","m","2010"
"Pasang Rita Ii (Pa Rita)","NEP","Sherpa","m","2010"
"Pasang Temba Ii","NEP","Sherpa","m","2010"
"Pedersen","DK","","f","2010"
"Pema Nuru","NEP","Sherpa","m","2010"
"Pemba Chhoti I","NEP","Sherpa","m","2010"
"Pemba Nuru Iv","NEP","Sherpa","m","2010"
"Phurba Tashi","NEP","Sherpa","m","2010"
"Phurba Tenzing Ii","NEP","Sherpa","m","2010"
"Pitkämäki","SF","","m","2010"
"Ramsden","SA","","f","2010"
"Rita Dorje (Ang Rita Dorje)","NEP","Sherpa","m","2010"
"Roberts","NZ","","m","2010"
"Romero","USA","","m","2010"
"Romero","USA","","m","2010"
"Saikaly","CAN","","m","2010"
"Sange Dorje","NEP","Sherpa","m","2010"
"Sodha","IND","","f","2010"
"Son Dorje","NEP","Sherpa","m","2010"
"Sonam Tshering Ii (Ang Sona)","NEP","Sherpa","m","2010"
"Sonam Tshering Iii","NEP","Sherpa","m","2010"
"Tashi Tshering Ii (Tashi Chhiring)","NEP","Sherpa","m","2010"
"Tashi Tshering Iii","NEP","Sherpa","m","2010"
"Temba Ii","NEP","Sherpa","m","2010"
"Tshering Phinjo","NEP","Sherpa","m","2010"
"Tshering Tashi Ii","NEP","Sherpa","m","2010"
"Vajpai","IND","","m","2010"
"Vermas","SF","","m","2010"
"Viti","USA","","m","2010"
"Wang","CHN","","m","2010"
"Wang","CHN","","f","2010"
"Wang","CHN","","m","2010"
"Woodward","NZ","","m","2010"
"Abbott","USA","","f","2010"
"All","USA","","m","2010"
"Allen","USA","","m","2010"
"Al-Siyabi","OMA","","m","2010"
"Anderson","USA","","m","2010"
"Ang Chhiring Iii (Ang Tseri)","NEP","Sherpa","m","2010"
"Ang Gelu Ii","NEP","Sherpa","m","2010"
"Ang Gyalzen Iv","NEP","Sherpa","m","2010"
"Ang Jangbu Iii (Phura Jangbu)","NEP","Sherpa","m","2010"
"Ang Pemba I","NEP","Sherpa","m","2010"
"Armesto","ARG","","m","2010"
"Arnot","USA","","f","2010"
"Benegas","USA","","m","2010"
"Benegas","USA","","m","2010"
"Berry","UK","","m","2010"
"Blečić","MNE","","m","2010"
"Boaz","USA","","m","2010"
"Bock","AUS","","m","2010"
"Boisnard","F","","m","2010"
"Cardona","GUA","","f","2010"
"Carstens","SA","","m","2010"
"Čeliković","SER","","m","2010"
"Chapman","USA","","m","2010"
"Cheddar","NEP","Sherpa","m","2010"
"Chiocconi","ARG","","m","2010"
"Cohen","SA","","m","2010"
"Crampton","UK","","m","2010"
"Da Chhemba (Dachhamba)","NEP","Sherpa","m","2010"
"Da Kusang","NEP","Sherpa","m","2010"
"Da Ongchhu","NEP","Sherpa","m","2010"
"Dawa Gyalje (Dawa Gyalzen)","NEP","Sherpa","m","2010"
"Dawa Sona (Da Sonam)","NEP","Sherpa","m","2010"
"Dawa Tshering Iv","NEP","Sherpa","m","2010"
"Dawson","CAN","","m","2010"
"Deza","ARG","","m","2010"
"Dorje Khatri","NEP","","m","2010"
"Fairhurst","CAN","","m","2010"
"Fejtek (B ?)","USA","","f","2010"
"Fejtek","USA","","m","2010"
"Filkov","RUS","","m","2010"
"Finjo Dorje (Phinjo Dorje)","NEP","Sherpa","m","2010"
"Gallosi","ITA","","m","2010"
"Gernez","F","","m","2010"
"Hamill","USA","","m","2010"
"Hancock","CAN","","m","2010"
"Hanna","UK","","m","2010"
"Holstad","NOR","","m","2010"
"Hug","CH","","m","2010"
"Hyryläinen","SF","","f","2010"
"Ibrahim","BAN","","m","2010"
"Igo","USA","","m","2010"
"Jack","USA","","m","2010"
"Jamling Bhote","NEP","","m","2010"
"Juutinen","SF","","m","2010"
"Jyamchang Bhote","NEP","","m","2010"
"Kailash Tamang","NEP","","m","2010"
"Kalden Phura","NEP","Sherpa","m","2010"
"Kami Rita Ii","NEP","Sherpa","m","2010"
"Kancha Nuru Ii","NEP","Sherpa","m","2010"
"Kancha Nuru Iii","NEP","Sherpa","m","2010"
"Kapitulik","USA","","m","2010"
"Karma Gyalgen (Karma Gyalzen)","NEP","Sherpa","m","2010"
"Karma Gyalzen Vi","NEP","Sherpa","m","2010"
"Karma Rita","NEP","Sherpa","m","2010"
"Kumar Sankaran","SIN","","m","2010"
"Lal Bahadur Jirel","NEP","","m","2010"
"Laughton","UK","","m","2010"
"Lhakpa X","NEP","Sherpa","m","2010"
"Lhakpa Chhiri I (Sonam)","NEP","Sherpa","m","2010"
"Lhakpa Gyalzen Iii","NEP","Sherpa","m","2010"
"Lhakpa Nuru V","NEP","Sherpa","m","2010"
"Lhakpa Nuru Viii","NEP","Sherpa","m","2010"
"Lhakpa Nuru Xiv","NEP","Sherpa","m","2010"
"Lhakpa Rangdu","NEP","Sherpa","m","2010"
"Lichota","POL","","f","2010"
"Lien","SIN","","m","2010"
"Mahruki","TUR","","m","2010"
"Mašek","CZE","","m","2010"
"Miller","A","","m","2010"
"Mingma Dorje Iii","NEP","Sherpa","m","2010"
"Mingma Gelu","NEP","Sherpa","m","2010"
"Mingma Gyabu","NEP","Sherpa","m","2010"
"Mingma Nuru Iv","NEP","Sherpa","m","2010"
"Mingma Nuru V","NEP","Sherpa","m","2010"
"Mingma Tshering Vi","NEP","Sherpa","m","2010"
"Morton","USA","","m","2010"
"Namgyal Tshering (Namgyal Chhiri)","NEP","Sherpa","m","2010"
"Nga Tenji","NEP","Sherpa","m","2010"
"Niemeier","GER","","m","2010"
"Nima Ii (Ngima)","NEP","Sherpa","m","2010"
"Nima Grimen","NEP","Sherpa","m","2010"
"Nima Nuru Iii","NEP","Sherpa","m","2010"
"Nima Ongdi","NEP","Sherpa","m","2010"
"Nima Tendu (Nima Thenduk)","NEP","Sherpa","m","2010"
"Nima Tshering Iii","NEP","Sherpa","m","2010"
"Nurbu Bhote Lama","NEP","","m","2010"
"O´Mahoney","AUS","","m","2010"
"O´Meara","USA","","m","2010"
"Palden Namgye (Palden Namgyal)","NEP","Sherpa","m","2010"
"Pasang Vi","NEP","Sherpa","m","2010"
"Pasang Viii","NEP","Sherpa","m","2010"
"Pasang Angchuk","NEP","Sherpa","m","2010"
"Pasang Dawa Iv","NEP","Sherpa","m","2010"
"Pasang Gombu","NEP","Sherpa","m","2010"
"Pasang Jangbu","NEP","Sherpa","m","2010"
"Pasang Kaji","NEP","Sherpa","m","2010"
"Pasang Nima Iii","NEP","Sherpa","m","2010"
"Pasang Nuru V","NEP","Sherpa","m","2010"
"Pasang Rinji Ii","NEP","Sherpa","m","2010"
"Pasang Rita I","NEP","Sherpa","m","2010"
"Pasang Temba Iii (Pasang)","NEP","Sherpa","m","2010"
"Pasang Tendi Iii","NEP","Sherpa","m","2010"
"Pasang Tharke Ii","NEP","Sherpa","m","2010"
"Pasang Wangchu I","NEP","Sherpa","m","2010"
"Peacock","UK","","m","2010"
"Pechhumbe","NEP","Sherpa","m","2010"
"Pem Chhiri","NEP","Sherpa","m","2010"
"Pema Chhiring (Pema Chhiri)","NEP","Sherpa","m","2010"
"Pemba Chhotar","NEP","Sherpa","m","2010"
"Pemba Tenzing I","NEP","Sherpa","m","2010"
"Phethran","UK","","m","2010"
"Phi Lama Tamang","NEP","","m","2010"
"Phinzo Ii (Phinjo)","NEP","Sherpa","m","2010"
"Phu Tashi Iv","NEP","Sherpa","m","2010"
"Phur Gyalzen I (Fur Geljen)","NEP","Sherpa","m","2010"
"Phura Gyalzen (Phurba Gyalzen)","NEP","Sherpa","m","2010"
"Phurba Ii","NEP","Sherpa","m","2010"
"Phurba Ongel","NEP","Sherpa","m","2010"
"Phurba Ridar Bhote","NEP","","m","2010"
"Proverbio","ARG","","m","2010"
"Puente","ARG","","m","2010"
"Ralph","UK","","m","2010"
"Ranner","A","","m","2010"
"Reckord","USA","","m","2010"
"Redar Lama Bhote","NEP","","m","2010"
"Renje Lhakpa (Renjin Lhakpa)","NEP","Sherpa","m","2010"
"Rigney","IRE","","m","2010"
"Rinjen","NEP","Sherpa","m","2010"
"Robertson","AUS","","m","2010"
"Sange I","NEP","Sherpa","m","2010"
"Sanjuan","E","","m","2010"
"Schega","GER","","m","2010"
"Sevgul","TUR","","m","2010"
"Snook","UK","","m","2010"
"Sonam Chhiring","NEP","Sherpa","m","2010"
"Sonam Dorje","NEP","Sherpa","m","2010"
"Sonam Finjo (Ang Pinjo)","NEP","Sherpa","m","2010"
"Stuckey","USA","","m","2010"
"Studer","A","","f","2010"
"Studer (B ?)","A","","f","2010"
"Studer","A","","m","2010"
"Sunnucks","UK","","m","2010"
"Tarke","NEP","Sherpa","m","2010"
"Tashi Thundup (Tashi Thundu)","NEP","Sherpa","m","2010"
"Temba Iii","NEP","Sherpa","m","2010"
"Tseten Dorje","NEP","Sherpa","m","2010"
"Tshering Dorje I","NEP","Sherpa","m","2010"
"Tshering Wangchu (Tshering Ongchu)","NEP","Sherpa","m","2010"
"Tul Singh Gurung","NEP","","m","2010"
"Turovski","RUS","","m","2010"
"Valencia","MEX","","m","2010"
"Van Dalen","USA","","m","2010"
"Vernovage","USA","","m","2010"
"Vujičić","MNE","","m","2010"
"Vujović","MNE","","m","2010"
"Wang","TAI","","m","2010"
"Wells","AUS","","m","2010"
"White","IRE","","m","2010"
"Wilde","USA","","m","2010"
"Woolums","USA","","m","2010"
"Adolfsson","SWE","","m","2010"
"Ang Kaji (Ang Kazi)","NEP","Sherpa","m","2010"
"Ang Pasang Iii","NEP","Sherpa","m","2010"
"Bir Kaji Tamang","NEP","","m","2010"
"Blanc","ITA","","m","2010"
"Blauensteiner","A","","m","2010"
"Bousadjar","F","","m","2010"
"Büscher","GER","","m","2010"
"Camandona","ITA","","m","2010"
"Chapman","USA","","m","2010"
"Chuwang Nima (Chhewang Nima)","NEP","Sherpa","m","2010"
"Contreras","MEX","","m","2010"
"Dahlem","USA","","m","2010"
"Dahlem","USA","","m","2010"
"Dawa Jangbu Iii (Da Jangbu Iii)","NEP","Sherpa","m","2010"
"Dawa Nuru I (Da Nuru)","NEP","Sherpa","m","2010"
"Dawa Nuru Iii (Danuru)","NEP","Sherpa","m","2010"
"Dawa Nuru Iv (Da Nuru)","NEP","Sherpa","m","2010"
"Dawa Nuru V","NEP","Sherpa","m","2010"
"Dawa Tenzing I (Da Tenzing)","NEP","Sherpa","m","2010"
"De La Harpe","SA","","m","2010"
"Dejanović","MAC","","m","2010"
"Delstanche","UK","","m","2010"
"Disney","SA","","m","2010"
"Dorchi (Dorjee)","NEP","Sherpa","m","2010"
"Dorje Lama","NEP","Sherpa","m","2010"
"Eberhard","GER","","m","2010"
"Engelbrecht","SA","","m","2010"
"Enzio","ITA","","m","2010"
"Filippi","CAN","","m","2010"
"Folkerts","USA","","f","2010"
"García","E","","m","2010"
"García","E","","m","2010"
"González Del Castillo","MEX","","f","2010"
"Gorelik","RUS","","f","2010"
"Healy","USA","","m","2010"
"Hoby","NZ","","f","2010"
"Holzknecht","A","","m","2010"
"Horst","USA","","m","2010"
"Hüsser","CH","","f","2010"
"Jackson","AUS","","m","2010"
"Jangbu Vii","NEP","Sherpa","m","2010"
"Kaltenbrunner","A","","f","2010"
"Kami Rita I (Topke)","NEP","Sherpa","m","2010"
"Karacic","AUS","","m","2010"
"Karma I","NEP","Sherpa","m","2010"
"Kraft","GER","","m","2010"
"Larin","RUS","","m","2010"
"Levine","USA","","f","2010"
"Lhakpa Nuru Ii","NEP","Sherpa","m","2010"
"Lhakpa Rita I","NEP","Sherpa","m","2010"
"Madison","USA","","m","2010"
"Marsden","SA","","m","2010"
"Martin","USA","","m","2010"
"Merle","USA","","m","2010"
"Metz","SA","","m","2010"
"Mingma Chhiri I (Mingma Chhiring)","NEP","Sherpa","m","2010"
"Mingma Dorje V","NEP","Sherpa","m","2010"
"Mingma Gyalje","NEP","Sherpa","m","2010"
"Mitenjen (Mingma)","NEP","Sherpa","m","2010"
"Mizera","POL","","m","2010"
"Mondinelli","ITA","","m","2010"
"Ngata (Nada)","NEP","Sherpa","m","2010"
"Ngima Dorje (Nima Dorje)","NEP","Sherpa","m","2010"
"Nima Dorchi Ii","NEP","Sherpa","m","2010"
"Nima Gyalzen Iii","NEP","Sherpa","m","2010"
"Nima Nurbu","NEP","Sherpa","m","2010"
"Nima Nuru Ii (Ngima Nuru)","NEP","Sherpa","m","2010"
"Ogasawara","JAP","","m","2010"
"Pasang Gelji (Pasang Gyalgi)","NEP","Sherpa","m","2010"
"Pemba Gyalzen Iii (Pemba Geljen)","NEP","Sherpa","m","2010"
"Pemba Norbu Iv (Pemba Nurbu)","NEP","Sherpa","m","2010"
"Pemba Nurbu I","NEP","Sherpa","m","2010"
"Pemba Nuru I","NEP","Sherpa","m","2010"
"Pemba Rinzi (Pemba Rinji)","NEP","Sherpa","m","2010"
"Pemba Rita","NEP","Sherpa","m","2010"
"Pemba Tenjin","NEP","Sherpa","m","2010"
"Phura Kancha (Fur Kancha)","NEP","Sherpa","m","2010"
"Phurba Temba I (Lama Thami)","NEP","Sherpa","m","2010"
"Pierz-Penkala","POL","","f","2010"
"Samduk (Sanduk) Dorje Tamang","NEP","","m","2010"
"Sippel","GER","","m","2010"
"Sonam Bhote","NEP","","m","2010"
"St. Germain","CAN","","m","2010"
"Swart","SA","","m","2010"
"Tashi I","NEP","Sherpa","m","2010"
"Tejas","USA","","m","2010"
"Tenji Ii","NEP","Sherpa","m","2010"
"Thile Nurbu (Thile Nuru)","NEP","Sherpa","m","2010"
"Vescovo","USA","","m","2010"
"Vickers","AUS","","m","2010"
"Wang","USA","","f","2010"
"Wangchu Ii","NEP","Sherpa","m","2010"
"Agnew","AUS","","m","2010"
"Ainscough","CAN","","m","2010"
"Birrer","USA","","m","2010"
"Birrer","USA","","m","2010"
"Brown","USA","","m","2010"
"Casserley","UK","","m","2010"
"Chalk","USA","","m","2010"
"Chalk","USA","","f","2010"
"Chayang Jangbu (Jyabu) Bhote","NEP","","m","2010"
"Chessell","AUS","","m","2010"
"Damai Chhiri","NEP","Sherpa","m","2010"
"Dawa Chhiri I (Da Chhiri)","NEP","Sherpa","m","2010"
"Dawa Finjo Lama Bhote","NEP","","m","2010"
"Dawa Gyalzen Iii","NEP","Sherpa","m","2010"
"Dawa Jongbu (Dawa Jamba)","NEP","Sherpa","m","2010"
"Dorje Gyalzen","NEP","Sherpa","m","2010"
"Furneaux","CAN","","m","2010"
"Grom","USA","","m","2010"
"Gyalzen Iv (Gyalje)","NEP","Sherpa","m","2010"
"Hahn","USA","","m","2010"
"Jangbu Iv","NEP","Sherpa","m","2010"
"Jangbu Viii","NEP","Sherpa","m","2010"
"Jones","USA","","m","2010"
"Kalzang Dorje","NEP","Sherpa","m","2010"
"Kazanas","AUS","","m","2010"
"Kinloch","UK","","m","2010"
"Kusang Tenzing","NEP","Sherpa","m","2010"
"Lhakpa Ii","NEP","Sherpa","m","2010"
"Lhakpa Gelu Ii (Lhakpa Gelbu)","NEP","Sherpa","m","2010"
"Lhakpa Thundu I","NEP","Sherpa","m","2010"
"Lhakpa Wangchu","NEP","Sherpa","m","2010"
"Lundsgaard","NOR","","m","2010"
"Moriarty","UK","","m","2010"
"Namgyal I (Namgya)","NEP","Sherpa","m","2010"
"Nettleton","UK","","m","2010"
"Nima Gyalzen Iv","NEP","Sherpa","m","2010"
"Nima Kancha Iv","NEP","Sherpa","m","2010"
"Nima Tenzi (Nima Tenzing)","NEP","Sherpa","m","2010"
"North","AUS","","m","2010"
"O'brien","UK","","m","2010"
"Pasang Ix","NEP","Sherpa","m","2010"
"Pasang Dawa I (Pa Dawa, Pando)","NEP","Sherpa","m","2010"
"Pasang Temba V","NEP","Sherpa","m","2010"
"Pasang Tendi Ii","NEP","Sherpa","m","2010"
"Pemba Iii","NEP","Sherpa","m","2010"
"Phurba Wangchu","NEP","Sherpa","m","2010"
"Ramsden","UK","","f","2010"
"Rodríguez","USA","","m","2010"
"Sarah","AUS","","f","2010"
"Stearns","UK","","m","2010"
"Tertil","CAN","","f","2010"
"Thendorje (Thendu Dorje)","NEP","Sherpa","m","2010"
